1,10,50,100,250,500,1000,2500,5000,full,price,time
46602.97999755269,46601.94081974747,46588.13379467251,46591.92385770345,46660.27226870299,46884.34702781519,47092.02958941737,47680.66887931999,50377.11845130127,131.37103551330443,46602.98,2024-01-11T01:35:39.733Z
46602.97999482871,46603.061125826614,46596.76073718193,46601.50665860649,46662.31781222575,46881.72031718818,47089.34324013243,47678.20391136769,50373.005578650474,131.38664796357912,46602.98,2024-01-11T01:35:40.733Z
46598.95407523511,46600.55363553507,46591.90721546536,46595.68899512544,46657.90728093953,46880.97223168312,47094.840054025626,47676.174229841155,50369.17993247823,131.39853038459748,46598.45,2024-01-11T01:35:41.733Z
46602.95299292683,46602.34594241829,46599.91196966097,46602.036399086704,46662.851367731644,46881.29680169989,47096.15208068126,47676.3560770099,50382.2449702581,131.39845215557457,46598.45,2024-01-11T01:35:42.733Z
46602.975255589256,46602.27842299378,46600.06133973373,46603.1779272081,46662.70739955652,46880.76407973837,47095.55821145782,47675.79483453907,50381.33315461708,131.4020286605807,46604.84,2024-01-11T01:35:43.734Z
46606.51426612262,46608.218554703155,46609.517767345795,46609.94424741298,46666.19873643505,46888.70226374444,47098.9477297402,47685.937741804504,50379.25012152829,131.38754425498414,46608.68,2024-01-11T01:35:44.734Z
46604.676428365,46604.01508984001,46600.82742502596,46601.92984817878,46663.9460004934,46885.634392323096,47096.60359448369,47677.022876086994,50386.188505859034,131.39761705844708,46608.68,2024-01-11T01:35:45.734Z
46616.43395801258,46612.94339746548,46611.53903515656,46615.85510774623,46691.02581234977,46885.92916223995,47096.906806863204,47689.51744731822,50471.70192961312,131.40745338642887,46611.82,2024-01-11T01:35:46.734Z
46609.11837295792,46608.760589959194,46604.386841239786,46611.34815947698,46666.974135141725,46887.924184243246,47098.054366415374,47684.53858946051,50387.403483534596,131.39469008823627,46609.12,2024-01-11T01:35:47.735Z
46603.591612519995,46604.720496650756,46599.105347541336,46606.34004082351,46665.46901952713,46888.70929753656,47099.01091984504,47689.99132554413,50393.410618016074,131.37845007947084,46608.1,2024-01-11T01:35:48.735Z
46605.86339043869,46606.21871142403,46606.69014447346,46609.168781211134,46664.96791178486,46886.334002626354,47097.095442892336,47689.84123879912,50389.81561318533,131.3918931141217,46607.44,2024-01-11T01:35:49.735Z
46601.96450685124,46602.13647321821,46599.440215468174,46600.90829884746,46664.77879949259,46887.625554168466,47091.607428637064,47693.648016888255,50385.44069577259,131.36769331157583,46603.29,2024-01-11T01:35:50.735Z
46596.9845370135,46596.6372750575,46591.35333297357,46595.47853710577,46658.231273471385,46881.355550954344,47096.57967694218,47681.37096077805,50387.51276037138,131.38496346462318,46599.08,2024-01-11T01:35:51.735Z
46598.67572790848,46597.94068768987,46591.33059498908,46596.230271761226,46655.19089866381,46851.302428886884,47095.32411211217,47679.25886978761,50383.86444180634,131.39229431262848,46599.08,2024-01-11T01:35:52.735Z
46598.695598470425,46598.57807183382,46592.64368651739,46598.77678858472,46658.527204368795,46883.20638777596,47098.289002343015,47682.538809444966,50389.069594642766,131.37844164770843,46599.05,2024-01-11T01:35:53.736Z
46599.04178035286,46598.44532722491,46598.84154168066,46599.22769520494,46662.829559219004,46882.238575257055,47097.32637620918,47681.687200308676,50387.839005778325,131.38395694328457,46599.05,2024-01-11T01:35:54.736Z
46598.88353526556,46599.593847414006,46600.27193408638,46595.68735767972,46657.54263244716,46879.27460059747,47094.58551999478,47678.93230299864,50383.420580652615,131.39622735100605,46599.05,2024-01-11T01:35:55.737Z
46598.85155170476,46599.46938337817,46595.21749980166,46596.813712019655,46658.3447925377,46880.84709687391,47096.318711367254,47686.9750361478,50385.67780381829,131.38758362879676,46599.05,2024-01-11T01:35:56.737Z
46598.68336624736,46599.04477286842,46593.58595252753,46596.50404207698,46658.25560055082,46880.70775983748,47096.02625786259,47680.676925269785,50385.654744645755,131.38842983477218,46599.05,2024-01-11T01:35:57.737Z
