1,10,50,100,250,500,1000,2500,5000,full,price
44502.666893190144,44502.86771651457,44493.88740891943,44482.5866642272,44616.95526695614,44755.49847035113,44894.0495982991,46524.58188776556,49362.89572179998,132.05680419739733,44503.27
44502.28994340444,44504.18172203059,44497.965760566505,44483.72467049475,44619.45979843707,44758.209385807335,44897.51698734712,46532.73064038853,49372.16792608266,132.042736634635,44504.49
44497.20556089576,44499.89237197463,44490.29090429147,44483.67670717512,44616.7604080594,44757.87334336216,44903.18624360361,46532.58114882842,49372.72651845671,132.04210176809175,44497.7
44490.100616715215,44490.27286348667,44482.80470829575,44478.88771912565,44609.93761748271,44756.66663739704,44880.47064748519,46529.00956531472,49365.06099256052,132.04432919405957,44482.54
44474.46361036012,44474.14002006325,44472.258682421205,44466.00043319469,44578.11064456041,44750.29395927524,44839.70133602559,46523.974272058535,49364.39942858628,132.04045099839834,44477.55
44467.89982401226,44463.58362295007,44465.283299555806,44473.9099543979,44626.5773253535,44749.76932653798,44912.66727242858,46532.339909369126,49587.70324927429,132.0375264821827,44467.55
44455.96372884495,44458.24201842073,44454.14118678988,44460.37261553776,44634.68561581279,44760.995765623375,44919.334620820366,46543.710932524446,49603.83512475163,132.012614138146,44447.54
44443.31000256562,44447.6398357368,44451.19649799923,44476.16736110781,44625.11313003082,44749.55482751132,44912.63726108209,46542.0703321505,49597.03421729334,132.0085837720945,44448.33
44436.84427943332,44434.32344189618,44442.38742573681,44460.41265903146,44598.59305174885,44752.2056164886,44913.97920310381,46544.45451722919,49387.88674475216,131.994771804772,44436.92
44448.50019490566,44448.12830886739,44447.64853184746,44473.919014729465,44610.64325710308,44753.09122736403,44918.505368844046,46547.13790129624,49396.49552517429,131.99685074868208,44444.97
44444.40726761702,44444.77919769326,44446.67883812231,44461.42731101383,44608.269667634406,44750.58445495708,44915.036850223245,46542.69051825024,49389.16206932415,132.00875724752157,44444.48
44440.83087592539,44441.21662699205,44438.38486696773,44458.20255120876,44599.617726593366,44742.06677337178,44886.64372436239,46528.93414991038,49370.02671849761,132.03301826273352,44441.0
44438.69832215893,44439.839242519134,44434.98125547155,44453.51357932992,44595.568305449895,44740.75388987054,44904.55243679799,46526.58258723397,49372.188424141445,132.03758412419936,44443.67
44445.95735810608,44446.142921192455,44454.254756038026,44460.33632561602,44631.10314237761,44746.76394780227,44906.50649297906,46542.33900589588,49593.22882381666,132.04621233993694,44446.23
44452.74056737589,44453.311463408856,44450.83984228291,44462.83324181991,44621.87775030792,44737.91152225167,44903.80884942062,46524.78940661849,49579.24795819347,132.06173858531892,44451.6
44446.0529288883,44443.308205712965,44433.12051444439,44458.5575293588,44585.005554016745,44741.50512008855,44904.655759166686,46528.25101926134,49586.01076415097,132.03395497337542,44446.35
44451.26813253788,44452.75008824393,44441.87482195953,44464.89538074748,44626.3468074166,44742.40720485615,44908.640173014006,46534.14762419541,49588.26596795903,132.03370264246428,44451.77
44442.093215697365,44441.226612987455,44433.19628158568,44458.77603143836,44622.51909751599,44739.3795016537,44905.40933365878,46530.15441453608,49584.53352845216,132.04265410761107,44439.91
44440.11643591791,44442.43210490215,44431.27302187206,44454.16327990698,44589.55764958781,44733.92258401547,44899.72033263783,46529.29696318608,49362.22347659988,132.06663928282907,44441.9
44433.34240517527,44437.54230905166,44430.43143086751,44450.69594755583,44588.76592746016,44735.08778639413,44902.03879122641,46521.46196606537,49373.43099932466,132.05728110766086,44433.98
44434.53930743533,44436.89460818192,44430.48797793922,44447.40652460303,44587.79956926721,44733.68465326306,44898.92926358787,46517.36956027836,49369.00038282525,132.06805570787472,44434.98
44425.07714285714,44426.99033207254,44427.25368042349,44448.66940571258,44591.01111232472,44737.457848560494,44905.75771174773,46530.97263530359,49588.55909372764,132.03164824124218,44449.94
44439.91973203056,44439.48967593776,44436.73624097371,44464.317202388265,44625.4221856126,44743.48031690558,44903.58420736959,46528.80323249549,49589.28469744702,132.04907754947197,44437.94
44443.52817450744,44453.00664344141,44444.70063631578,44468.384077019706,44631.25206990829,44745.3794068186,44908.98794053297,46544.69247854829,49599.00374810751,132.04386984220287,44448.25
44432.49831407788,44431.72490749733,44433.11820126242,44455.14986133719,44592.8026064089,44729.22361758882,44906.57059591866,46560.39663212865,49619.713169468734,131.94763777564432,44436.12
44441.379026940085,44442.33046614752,44438.76599780498,44457.87179196648,44599.48041654051,44732.76763744855,44911.25356439771,46578.10284828233,49627.79241134163,131.93816721362282,44445.98
44431.97060940994,44430.04668147671,44430.857757826205,44458.52805855345,44595.82950014375,44729.91920521309,44907.40988814188,46560.54829284216,49619.80887898876,131.94754202794587,44432.44
44434.63066622095,44436.20581516931,44430.08284432977,44456.12289829653,44602.35531702788,44730.71474517658,44907.81429154633,46576.25248074853,49629.75755638368,131.94432596182992,44430.21
44432.20999528335,44435.29821636208,44431.682817915855,44449.636212163314,44565.30511831529,44730.99898869592,44909.02641244599,46572.94001288013,49624.14252728875,131.94341552145966,44436.24
44432.677393282174,44431.787295697846,44431.361402669296,44450.60817177742,44563.59664028365,44728.58101957308,44907.00916811828,46567.79407977455,49619.29693440442,131.95569730392037,44432.9
44427.84519752192,44427.17104953127,44430.69911652018,44449.636172225466,44556.72681839192,44726.64532948072,44904.86726816558,46567.25513072133,49410.80654311013,131.95148791947753,44425.89
44422.97,44423.88013666076,44421.71623607723,44448.55047416729,44560.01717221291,44721.49629386778,44899.98964172127,46559.13293660744,49404.493430177885,131.9870206805026,44423.06
44426.13063823656,44426.99954296621,44426.84682933989,44449.38516210646,44562.042267230754,44720.77489572139,44899.60395635919,46557.16270934008,49402.62864877581,131.9919492799974,44428.37
44412.98771586,44411.72633090771,44427.944763610845,44441.268072684456,44608.991839730224,44735.03278560312,44906.76916916976,46563.748078789125,49629.17152971855,131.9566562030573,44418.8
44419.58897365931,44413.1237944512,44421.29382558838,44444.68428781634,44554.73717385798,44725.107326455,44903.53760848838,46555.94385609777,49404.476105206726,131.96471515803216,44419.73
44412.01166666666,44406.83554324759,44418.16530128558,44433.36428018522,44609.70875854732,44735.277043083,44909.203500963005,46579.43119774424,49641.11246358145,131.90754409938614,44377.61
44410.90145504847,44407.615255026925,44416.87157081061,44439.92686754752,44619.94033259681,44730.758267162506,44909.80942115439,46587.04891240736,49661.89838548618,131.889808629044,44403.73
44407.53168156872,44405.80783682154,44413.35925061102,44439.60383307998,44579.69059872233,44728.80760001495,44904.98651714088,46565.02783126943,49646.76142319238,131.90198180878042,44396.97
44405.597550873645,44403.70684575543,44403.56786335612,44429.40342306306,44606.549699494266,44722.46674147704,44897.27088383015,46561.98510432346,49624.3993349109,131.94579014576362,44405.0
44418.11164857258,44418.54165045799,44417.23838114108,44432.77879910159,44618.09544204107,44739.607467662645,44905.3333741489,46563.84042118144,49631.52401701744,131.95477168857437,44410.9
44418.39872200317,44420.11679996457,44411.40001680309,44419.33043163912,44575.53947577234,44732.14313209258,44901.08354683054,46558.0218190157,49409.55812191407,131.94836483114236,44419.0
44408.710607778754,44403.88752945788,44411.77394260845,44426.97158325514,44593.42513351783,44716.129231957006,44889.4845720488,46556.7973630705,49621.51982875923,131.94820002568713,44406.35
44393.48690092763,44397.49392121651,44405.26006116072,44424.38820582777,44591.26663218966,44722.068833276106,44890.61842463859,46557.16245871726,49625.96234696558,131.95445849939668,44395.72
